,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37
"Wind speed Sensor 2, Standard deviation (m/s)",0.07941552817035241,0.09187370680742896,0.017374586000177692,-0.13146980791932986,0.07844295160176458,0.029843033295044855,-0.12366449620013625,-0.03375831801204038,-0.051650577794332686,-0.03191575777970823,-0.045089243367092025,0.004660353143325781,0.01168872078582893,0.010225769541330282,-0.04327837872423379,0.0164934180977222,-0.07159014557293593,-0.023864376018443628,-0.060293378496566366,-0.011585606708236856,-0.03640388076828378,-0.02083732008214078,0.05127683376757705,-0.015302417721436257,-0.0089658069732102,0.010570101658715159,0.03690903623236395,0.03894923131107157,-0.11043294595960129,0.07236253919729795,0.06392989119697057,-0.015527548056543675,-0.004120983191241613,0.04502372995624046,-0.06028042117427427,-0.0077902865388596275,-0.12403470202998378
"Wind speed Sensor 2, Minimum (m/s)",0.10789473365725946,-0.05470845511792846,0.03735876883387659,0.10281785062068997,-0.059876370207889884,-0.02205883680061832,0.08382911007023029,0.0061640314430108645,0.0026618070827548745,-0.0015494860193407956,-0.013302248587781229,0.0013400704168631261,-0.0009714766793093577,-0.004355721449750931,0.017368834445475656,-0.004578336746100864,0.0400415682949917,-0.01819864760983697,0.024092399614722024,-0.016319376755345276,0.019609284824368488,-0.004455155107192934,-0.037939663518062584,0.004276424079143007,0.0020455159517222335,-0.005627208009201539,-0.011037932956646986,-0.010678168245801641,0.053740844957830956,-0.026157548481139378,-0.020246089570954612,-0.00014665944468890413,0.005285227921787608,-0.017719462865500413,0.03542698457622531,-0.003707409499921384,0.05079140452623095
"Wind speed Sensor 2, Maximum (m/s)",0.12732341748649315,0.020437028251705087,0.036686118430070906,-0.012611684067462653,0.00822420670799362,0.0037214781124601526,-0.02116152911079927,-0.017448324534123705,-0.02779621788853673,-0.02139072929170649,-0.035726192903805104,0.0024798845142602888,0.007534581608320309,0.004000960256702029,-0.01656342246509318,0.007372028803841517,-0.01886594138780651,-0.02582129327051641,-0.022961640369164774,-0.019335296946920322,-0.010805025115203985,-0.014945055834561592,0.011662896311086787,-0.011667556737765747,-0.0009468790612811306,0.0024231843580228346,0.015579290692780143,0.015704430357207543,-0.03555352734086349,0.028162796882700132,0.020585851737985796,-0.01340936502018248,0.0028874719452289103,0.020520726935086157,-0.011975128823693334,-0.002527290738833699,-0.048587836626509374
Density adjusted wind speed (m/s),0.1284138603580064,-0.017425501574497335,0.03645955844183787,0.0485806248142616,-0.028273884108456174,-0.00960781442339248,0.03091421646291566,-0.008577274860434025,-0.021833544002233016,-0.022136556439407352,-0.045561808622181565,0.003000492533242794,0.006037579571131574,0.001676898774173513,-0.007903500601260216,0.005564328523274487,0.001292163405765035,-0.022964421146138086,-0.008110839903782308,-0.004003339305412357,-0.0012075941803230822,-0.005445423319104942,0.0103173497019321,-0.008082314280875774,0.00276332557474053,0.0007987014803037245,0.0037074978431592062,0.004927406625147568,-0.008922129849726068,0.006547070226427407,0.02134032896644089,0.006984511543846172,-0.0009747556538872643,0.009963306507910304,0.007814406662804183,0.004006332772034482,-0.00983585593613201
Wind direction (°),0.0065306941547131495,0.027496777632653818,-0.01842766634734696,-0.10528716479407606,0.17725108587396876,0.06918063700964386,0.27202175958155744,0.0972857235117216,-0.01810611557060232,-0.0667972746988989,-0.03824277827540043,0.023061152201647412,0.004851876319696538,-0.0030596687588965287,0.010792244545547124,-0.014303799284777536,0.026872241501824008,-0.019645080990854102,-0.018544330152773885,-0.01509691788299625,0.0050941157271982215,-0.0067439753775643055,0.0009375815265685594,0.0002954212799396727,-0.0049794679764543145,-0.004792623399439559,0.005488594450245132,-0.004057597187130349,-0.0002385745324599009,0.011986081073246883,0.010393198962079492,0.00831824636314047,0.0001710567328513865,-0.002371979880491641,-0.02412320414886787,-0.02121384519048412,0.007212803510755871
Nacelle position (°),0.0065714971375868845,0.027415944614403536,-0.019247265624633,-0.10490035626124757,0.18132881730908224,0.07061267467739323,0.28206645239681083,0.10265260810359478,-0.020288949451051475,-0.07227756196130508,-0.04493756980576977,0.02443248694512168,0.006727265847419173,0.00040718505727775633,-0.001004032104257202,-0.014665731968453069,0.014117564568871087,-0.01080202575231777,-0.012853826435302196,-0.021587128493039426,0.021613388627855015,-0.012025083401796588,-0.020072907663244294,0.0008075728687418349,-0.0015540760252613708,0.00018264187186872304,0.0007128626324936528,-0.005271507950019915,0.005897486632877383,0.018522446599027305,0.009925060947406694,0.011269964397461238,-0.008510347895548843,-0.004244262211086092,-0.026128657018997102,-0.004158454747063372,0.013149149852345582
"Wind direction, Standard deviation (°)",-0.0101507646662234,0.11131661985844123,-0.009370609118230327,-0.14850332130776536,0.08210184417116252,0.034773530197614616,-0.1180738122010682,-0.0374389746387124,-0.003880776108494466,0.013220995601594676,0.000653841834636567,-0.031232637035575175,0.006574139267151835,0.002230806453018902,-0.021926615890680567,0.033611412427534605,0.007553053558004298,-0.03732115220293236,-0.09970552647758701,0.07062402168030435,-0.05274637197733216,0.022434877753215968,0.09962378015034673,-0.14514719956250793,0.13677351073255897,0.005936148857657699,-0.05021629656528402,-0.0021539140869754267,0.04805153372205562,0.06897490325672816,-0.01938067700930598,-0.02300639095335049,-0.03613880089221711,0.1341104322732496,0.057517473762440985,0.23241060232740687,-0.12988752266917847
"Wind direction, Minimum (°)",0.009744203322820577,0.02400055337221041,-0.01287459767107976,-0.09108068460056656,0.16312610486858875,0.06349077252968933,0.2508750817936317,0.08721340011743528,-0.016456485882871685,-0.047930397531290025,-0.014728355836875442,0.0116723750791633,0.008547535748376467,-0.0011166660891752944,0.0014368024343087704,-0.005031216538685587,-0.008441139726296464,0.0018235848827296147,-0.008191549865353392,-0.01462939261978477,0.004702269944723312,-0.010319284234321806,0.06146098196850422,0.014949525818758358,-0.023207994532904605,0.0006185386469837531,0.008806230863669683,0.006483826139505905,-0.015909172844772626,-0.03965941245636542,-0.0016870832820375659,-0.006849970825838367,0.015349810228752135,-0.02879655004775449,0.0025736133341037817,-0.07319101765808483,-0.022475944959031567
"Wind direction, Maximum (°)",0.004645006973661485,0.034414918856501074,-0.022877490653099377,-0.10943608666472503,0.17252927736270204,0.06712458412002958,0.25011080597015545,0.09545429238518224,-0.01806008379656196,-0.06815989124474142,-0.041337196442416166,0.026280062369968313,-0.0028087116960140435,-0.0030401866073700573,0.01522889295623786,-0.019441523567367655,0.04119193165505261,-0.02344288678854939,-0.03097697034943836,-0.004840177440025795,0.006528202687210258,-0.0012136836452967814,-0.02945632769588108,-0.01355666075288399,0.018193564660472422,-0.002409738943281013,-0.007948361414746773,-0.004473218648208432,0.012221467369425018,0.03409276073456807,0.008431942742260279,0.006691787728895435,-0.00959935160899786,0.020689672018602487,-0.004636791360592862,0.036272877944515586,-0.010922003448524004
"Nacelle position, Standard deviation (°)",0.00684058174522782,0.0523614527211458,0.01567619428627014,-0.025208245554810674,-0.003974999131831241,0.004812985348000965,-0.0417992808267619,-0.028246104750676872,-0.07831620347343074,-0.045413681793284366,-0.08831333790253185,0.018928159791470722,0.002025979594029337,0.008153863075952113,0.006367460813571646,0.003955042914627449,0.047780439060954624,-0.06175403782996607,-0.06412804468817623,0.06986600267553526,-0.018439778873125555,-0.01772433884845649,-0.05530061980291495,-0.262010504351991,0.19900214888583556,0.013455462006284103,-0.1217234035001217,-0.006721237452416005,0.816527155375651,0.21292783503218088,-0.14263006892172858,-0.042415667669744,-0.05991619105385661,-0.06676081806815577,-0.07832406643550271,-0.08471815345373623,-0.08824838508297733
"Nacelle position, Minimum (°)",0.005883365344043318,0.024905726483765957,-0.01994338883669712,-0.10255609676329887,0.18092483930092165,0.070290065570491,0.28154090111624686,0.10234583867085728,-0.014731631653812664,-0.06738009809119608,-0.037528975008510324,0.022196892942928148,0.005356132645008185,0.0002673592559786636,-0.002473835990931428,-0.013210711884073453,0.0067082736353707385,-0.006472478737740511,-0.008834742851756089,-0.0239209059539717,0.02077714740673125,-0.011072433459698758,-0.007400955701127546,0.017814034976134374,-0.015708807529133992,4.910521813174251e-05,0.009090458325944295,-0.0035750162996260743,-0.053789451104944486,-0.005058564572233679,0.01522663968018792,0.011565568189031653,0.00017572299326695405,-0.002735681407972368,-0.02226785086963612,-0.004450297878094329,0.016201105924073728
"Nacelle position, Maximum (°)",0.006730279274641989,0.02997191052365013,-0.018620418004553132,-0.10543856633150568,0.18013511919819425,0.07035648839870488,0.27880680344917524,0.1006649805623669,-0.0239818866018562,-0.07449648468055332,-0.0494127686050862,0.025857349576720312,0.006105595192067104,0.0007702749906643644,0.0001524741314036064,-0.015384700408760443,0.018716178059302875,-0.014104296354324808,-0.01641220278345462,-0.01760378174442459,0.020694679897179095,-0.01215059107959178,-0.02543435205741923,-0.01327886951237231,0.009789563729786684,0.00036306581797773425,-0.00598618528701549,-0.005755987558038569,0.050192432915119364,0.03129787251539449,0.0019289653301882703,0.00741946480992961,-0.011494326638249149,-0.008471419760198703,-0.028219215443686583,-0.005930956203542566,0.00815246069839421
Vane position 1+2 (°),0.0022421822809388487,0.004499072269259443,0.014566338009952419,-0.02865161225036522,0.008998457237206029,0.0056060378475391,-0.02861899849186735,-0.005433049481880668,0.050040993264826576,0.05506483738932811,0.08035691577007223,0.021796792043452112,-0.05821423919623547,-0.0858857206678317,0.3015640644985583,-0.05722225605650755,0.45591295502864665,-0.23424640344049744,-0.21120167917066762,0.054741721224374235,-0.17394014140836594,0.008182116970330722,0.16136523442799056,0.04604082160480774,-0.056180727619540065,0.020701643248239907,0.02103663375702078,0.007874395929908962,-0.026766780904649345,-0.013347264736226945,0.002890163401350926,-0.0012790206915123184,-0.008084861985882447,-0.010637761005365842,-0.021258252860610866,-0.00772938795906724,0.0061803347266184555
Energy Export (kWh),0.12827104697403047,0.011038497514136901,-0.0064091947786048325,0.03487335999138064,-0.004165915854968778,-0.0007315297353653413,0.02204364148804385,-0.020499491924794437,0.009755125019965243,0.016521024776309408,0.010883604248887799,0.0035749381434943828,0.0057187781356590195,-0.009316801995065165,0.00640917791524287,0.028858926965422596,0.016891756420838278,-0.021190725171759184,0.00501553704778035,0.0022407942158224753,0.023024907008225758,-0.004771820952316541,-0.046094324512378076,0.0030656010351769597,0.0013905178145962281,-0.007440639334079811,-0.002549023451609775,0.012163679058409232,-0.001890178723201269,0.006238749299177046,0.02049441768555904,-0.01090603027459615,0.02915143121528915,0.0041171687731706985,-0.0023658099250731257,0.0029524634501532435,-0.01796213676156233
Energy Export counter (kWh),0.0042281867978489224,0.019853935614532258,0.014288173030607615,0.007994257448861357,-0.08233108235334034,-0.03764572343007631,-0.0743293721955706,0.2969762588414728,0.09120975420402581,-0.16751984016275062,0.11653855426756396,-0.02741093253999234,0.03222415027806305,0.07670802174712221,-0.1926007211377763,0.022537845696705416,0.05207885225676667,-0.21821345673062648,0.04913520431884463,0.00709068163602064,0.001674462366879681,0.01709276200335108,0.003688591038674624,-0.029104721194198074,-0.0016961751280513415,-0.005313105973899349,-0.0036563823004233525,-0.046335870215162944,0.0026277833460585376,0.014870924129070387,0.1413548248056263,0.010568664669800554,0.07427827649712719,-0.10811087196243255,-0.07952407116396296,0.010794341874711042,-0.005156707692822789
Energy Import (kWh),-0.03860434207969572,0.06689728788630322,-0.05282549751751283,0.020774583402326526,-0.025191694016356864,0.008958759713399168,0.018646055132137296,-0.01693110596218417,-0.08862560792772506,-0.03512625432747956,-0.005590205279134986,0.018619858123378255,0.005128885681434658,-0.06696754285241702,0.0533484611962215,0.060583739244372325,0.08862879649452565,-0.022142583318357875,0.0643293357199521,0.04819093962016491,0.07321001649129208,-0.011920055712620212,-0.10072170549334031,-0.41578493550449513,0.23094532931999884,0.03755324728325258,0.07870922016611173,0.05440373381789372,-0.2918376322924305,0.16286044546846556,-0.17309112485522354,-0.021146272432572714,0.1138814789584576,-0.1586988761296203,0.20543255801095078,0.1423253318488374,0.31543662180073145
Energy Import counter (kWh),0.00027123650750543064,0.0037636250496407256,0.006214894098724882,0.0013128836031066037,-0.003611754557208734,-0.0019120587314739263,0.002756186615734739,0.002443388884798667,0.013042719002703335,-0.0021720029454474323,0.005175461962024936,-0.010150850844516727,0.0023604473685363003,0.016345810933982352,-0.030195077054237907,-0.008459174717460882,-0.0004517026023698814,-0.05205865246750035,0.027997143659599794,-0.08162480598586067,-0.011111115691375545,-0.03442613779668591,0.09746964880200813,0.5217417502399534,0.4279394507503229,0.013516153771687398,-0.6182689186177073,0.16617832948335048,-0.09585688488942207,0.2615865084087262,-0.10283096546689521,0.05340568135772568,0.07585685192598719,-0.02840413622211807,0.01857719418641504,0.05908007175907751,0.053452163177485496
Lost Production (Time-based IEC B.2.2) (kWh),-0.0013904549510452859,0.00804550433770289,-0.0012514004930618049,-0.0008288066609966155,-0.1313203392263022,0.32796946215453127,0.0006336151214796345,0.004693029971201664,0.0005134150631473915,0.0005774105905421539,0.0015014467771826768,0.0019451259519330005,0.008723455511395858,0.12142006669276512,0.049417999124264346,0.025420955066317835,-0.004870610003468501,0.0029381928253598213,0.0010745011613235989,0.00016717687072165255,0.0020026792757867617,-0.0013904013301763163,-0.0014960762025802987,0.0026770742075185594,-0.002010485566104815,1.373293589360114e-06,0.0010116139845885164,0.0007696467160177856,-0.0016962305808632672,0.0007578589706317973,0.0026604393919671676,0.0011887380712324591,9.900151623831732e-06,-0.00022741120424926708,0.00040530140171339546,0.00036566841232667235,-0.0003331244298195725
Lost Production (Time-based IEC B.2.3) (kWh),-0.0013904549510452859,0.00804550433770289,-0.0012514004930618053,-0.0008288066609966154,-0.13132033922630224,0.32796946215453127,0.0006336151214796165,0.004693029971201668,0.000513415063147371,0.0005774105905421422,0.0015014467771826976,0.0019451259519329943,0.008723455511395882,0.12142006669276506,0.04941799912426434,0.025420955066317856,-0.004870610003468612,0.0029381928253597797,0.0010745011613236127,0.00016717687072181908,0.0020026792757866785,-0.001390401330176455,-0.0014960762025804097,0.002677074207518504,-0.0020104855661046,1.373293589353175e-06,0.0010116139845884886,0.000769646716017966,-0.001696230580863059,0.0007578589706319361,0.0026604393919671676,0.001188738071232211,9.900151624052042e-06,-0.00022741120424946137,0.00040530140171390894,0.00036566841232635316,-0.0003331244298197811
Lost Production (Time-based IEC B.2.4) (kWh),-0.0013904549510452859,0.00804550433770289,-0.0012514004930618036,-0.0008288066609966166,-0.13132033922630226,0.3279694621545313,0.0006336151214796303,0.004693029971201667,0.0005134150631473877,0.0005774105905421541,0.0015014467771826854,0.0019451259519329832,0.008723455511395882,0.1214200666927654,0.04941799912426434,0.025420955066317877,-0.004870610003468723,0.002938192825359797,0.0010745011613236127,0.00016717687072165255,0.0020026792757866646,-0.001390401330176344,-0.0014960762025804375,0.0026770742075184345,-0.002010485566104586,1.373293589290725e-06,0.0010116139845884886,0.0007696467160179521,-0.0016962305808633227,0.0007578589706317834,0.002660439391967112,0.0011887380712324522,9.900151624001735e-06,-0.00022741120424946137,0.0004053014017137285,0.00036566841232686664,-0.00033312442981972556
Lost Production (Production-based IEC B.2.2) (kWh),-0.0013904549510452859,0.00804550433770289,-0.001251400493061805,-0.0008288066609966145,-0.1313203392263022,0.3279694621545313,0.0006336151214796388,0.004693029971201696,0.0005134150631473938,0.000577410590542153,0.001501446777182669,0.0019451259519329884,0.008723455511395839,0.12142006669276506,0.049417999124264395,0.025420955066317807,-0.004870610003468473,0.0029381928253598352,0.0010745011613235156,0.00016717687072181908,0.0020026792757866507,-0.0013904013301765383,-0.001496076202580382,0.0026770742075184484,-0.0020104855661047805,1.373293589360114e-06,0.0010116139845886413,0.0007696467160178593,-0.0016962305808633643,0.0007578589706317834,0.0026604393919671815,0.0011887380712325077,9.900151623835202e-06,-0.00022741120424935035,0.0004053014017139367,0.0003656684123266307,-0.0003331244298194158
Lost Production (Production-based IEC B.2.3) (kWh),-0.0013904549510452859,0.008045504337702892,-0.0012514004930618055,-0.0008288066609966144,-0.13132033922630224,0.3279694621545312,0.0006336151214796336,0.004693029971201692,0.0005134150631473577,0.000577410590542131,0.0015014467771827026,0.001945125951932977,0.008723455511395813,0.12142006669276534,0.04941799912426448,0.025420955066317974,-0.004870610003468778,0.0029381928253597867,0.0010745011613235884,0.00016717687072159704,0.0020026792757865466,-0.0013904013301765106,-0.0014960762025803265,0.0026770742075184067,-0.002010485566104725,1.3732935893011333e-06,0.0010116139845887662,0.0007696467160180631,-0.0016962305808633782,0.0007578589706318112,0.002660439391967112,0.0011887380712323758,9.900151624171738e-06,-0.0002274112042493226,0.00040530140171432527,0.0003656684123264295,-0.00033312442981935086
Energy Budget - Default (kWh),0.026772435059560434,-0.13885983213427644,-0.11912866501341146,-0.044871683223278294,0.05281068357787389,0.025732450252822597,-0.013227395736768045,0.04649868341707274,0.04259650016841687,-0.036460270484315035,-0.09462409508627283,0.010355022946385706,0.016262470750607286,-0.04859535392259934,0.053305992880219616,0.10089706485738426,-0.09878330370709587,-0.06742491366917407,-0.0262304431028733,0.11879931539567595,-0.11880749022343245,0.025995082323277963,-0.027593321882758162,0.015204581232583003,0.02137250010181864,-0.00848077828181892,-0.025141743597766907,0.05935921536264397,-0.047574272671634665,-0.08871919605214783,-0.12986556395561766,-0.179893797874548,-0.061026114449419994,-0.22457751262004788,0.33209397220014547,-0.09883431709421861,-0.06393476564784877
Energy Theoretical (kWh),0.1286144876638887,0.009353165093657863,0.0013268575343064245,0.0605020061531832,-0.026330658137036587,-0.009598280571023621,0.04242213519304706,-0.023304632734102496,-0.011491093241479207,-0.0031071505858373287,-0.033912375675443196,0.004724988608290264,0.010015386982631748,-0.003642952948823207,-0.005307442478203572,0.02642953170385696,0.0068518032628666035,-0.01535928843293993,-0.006353766577960028,0.024503373450047886,0.0039890611374058344,0.0009645724409414307,0.019064938778820664,-0.0066959818443765515,0.008253502196102734,-0.004521548913123782,-0.009507024560607619,0.005257507450213849,0.008698336673168959,-0.014889255293948682,0.05704323298645536,0.019271524697680488,0.03159929023177289,0.027381185992650464,0.0315960814529635,0.006371093754141565,0.020052407427486662
Lost Production to Performance (kWh),-0.02332294404499352,-0.012995118762073182,0.03834439962711838,0.1395372580047944,-0.1157441444145188,-0.04566844607440605,0.11801627006208182,-0.01845204499334799,-0.12477175773014475,-0.08711283809656196,-0.2057578559052733,-0.005669450676385428,0.02752830616768787,0.03134761661977574,-0.07664036381092657,0.011657832117703984,-0.0531539201186657,0.01519754307170056,-0.07679912752269467,0.11119675915412192,-0.0932525171997989,0.02261152186062878,0.3417512441563724,-0.03228895386370466,0.009323116812345239,0.007600140043666331,-0.03379872802070418,-0.035736448932501205,0.05901999866364302,-0.10819112724339942,0.1657229999513435,0.1382539595104192,0.041769951119748724,0.07466858294183512,0.1662680042418701,0.08509213216456216,0.183192643923704
Lost Production Total (kWh),-0.02332294404499352,-0.012995118762073184,0.03834439962711838,0.1395372580047944,-0.11574414441451883,-0.045668446074406066,0.11801627006208182,-0.01845204499334797,-0.12477175773014469,-0.08711283809656199,-0.20575785590527326,-0.005669450676385397,0.027528306167687863,0.03134761661977576,-0.07664036381092658,0.01165783211770401,-0.053153920118665765,0.015197543071700572,-0.07679912752269472,0.11119675915412193,-0.09325251719979893,0.02261152186062884,0.34175124415637237,-0.03228895386370481,0.00932311681234526,0.007600140043666273,-0.03379872802070434,-0.035736448932501275,0.05901999866364277,-0.10819112724339942,0.1657229999513435,0.13825395951041933,0.041769951119748565,0.07466858294183518,0.16626800424187005,0.08509213216456224,0.18319264392370366
